cut_id,dry_run_id,page,component_id,source_relative_path,staged_relative_path,source_sha256,staged_sha256,crop_mode,crop_rect,output_path,output_relative_path,output_sha256,width,height,alpha_bounds,nine_slice,nine_slice_margin,states,asset_id_candidate,visual_key_candidate,cut_status,write_status,notes
art20_cut_021,art20_dry_022,deploy_prep,deploy_route_card,sources/draw/30_game_ready/ui_deploy_panel/ui_frame_highlight.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_panel/ui_frame_highlight.png,6A7B4D2BBC7A87236B11F52BEAA8568477428D86A288D987949EC11F1B5DD95D,6A7B4D2BBC7A87236B11F52BEAA8568477428D86A288D987949EC11F1B5DD95D,full_source_9slice_preview,"0,0,98,141",D:\AGAME1\sources\art\ART-20\03_cut_output\deploy_prep\deploy_route_card\deploy_route_card_ui_frame_highlight.png,sources/art/ART-20/03_cut_output/deploy_prep/deploy_route_card/deploy_route_card_ui_frame_highlight.png,6A7B4D2BBC7A87236B11F52BEAA8568477428D86A288D987949EC11F1B5DD95D,98,141,"0,1,95,140",yes,manual_review_required,"normal, selected, locked, warning, ready",ui.deploy.card.route.selected|ui.longterm.card.collection.locked|ui.shared.slot.frame.selected,deploy.route_card.selected|longterm.collection_card.locked|shared.slot.frame.selected,cut_ready_for_review,already_present_same_hash,Replace text-only route cards
art20_cut_022,art20_dry_023,deploy_prep,deploy_route_card,sources/draw/30_game_ready/ui_deploy_panel/ui_panel_deploy_main_blank.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_panel/ui_panel_deploy_main_blank.png,222F475C981FA20063686E3BA1C203A46E04B9B2DBE6C6CDD1C4B5827E9EF525,222F475C981FA20063686E3BA1C203A46E04B9B2DBE6C6CDD1C4B5827E9EF525,full_source_9slice_preview,"0,0,320,340",D:\AGAME1\sources\art\ART-20\03_cut_output\deploy_prep\deploy_route_card\ui_deploy_route_card_selected.png,sources/art/ART-20/03_cut_output/deploy_prep/deploy_route_card/ui_deploy_route_card_selected.png,222F475C981FA20063686E3BA1C203A46E04B9B2DBE6C6CDD1C4B5827E9EF525,320,340,"1,0,319,340",yes,manual_review_required,"normal, selected, locked, warning, ready",ui.deploy.card.route.selected,deploy.route_card.selected,cut_ready_for_review,already_present_same_hash,Replace text-only route cards
art20_cut_023,art20_dry_024,deploy_prep,deploy_equipment_slot,sources/draw/30_game_ready/item_consumable/item_consumable_medkit.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/item_consumable/item_consumable_medkit.png,EC58BAE34F8CBD3612E8B9DC2326285126BA1CC34BD20246CF1BB78AC7AABB90,EC58BAE34F8CBD3612E8B9DC2326285126BA1CC34BD20246CF1BB78AC7AABB90,transparent_bbox_preview,"10,10,47,76",D:\AGAME1\sources\art\ART-20\03_cut_output\deploy_prep\deploy_equipment_slot\deploy_equipment_slot_item_consumable_medkit.png,sources/art/ART-20/03_cut_output/deploy_prep/deploy_equipment_slot/deploy_equipment_slot_item_consumable_medkit.png,299DBA040724779167760A179AD82B307A6801D67064BFFF1B29044572F6A098,72,72,"10,10,47,76",no_for_icon_yes_for_slot,,"empty, filled, selected, locked, warning",ui.deploy.slot.equipment.selected,deploy.slot.equipment.selected,cut_ready_for_review,already_present_same_hash,Supports right-side equipment area
art20_cut_024,art20_dry_025,deploy_prep,deploy_equipment_slot,sources/draw/30_game_ready/item_consumable/item_consumable_syringe.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/item_consumable/item_consumable_syringe.png,1D103D257DFA58ADF097BE31493DC94906836857DF6431B6D42065EA61FCDB45,1D103D257DFA58ADF097BE31493DC94906836857DF6431B6D42065EA61FCDB45,transparent_bbox_preview,"10,10,67,70",D:\AGAME1\sources\art\ART-20\03_cut_output\deploy_prep\deploy_equipment_slot\deploy_equipment_slot_item_consumable_syringe.png,sources/art/ART-20/03_cut_output/deploy_prep/deploy_equipment_slot/deploy_equipment_slot_item_consumable_syringe.png,02EE662BC4F0D4E6B3FDE8C42372449C20F9410CCC54B515209876BAA823E356,72,72,"10,10,67,70",no_for_icon_yes_for_slot,,"empty, filled, selected, locked, warning",ui.deploy.slot.equipment.selected,deploy.slot.equipment.selected,cut_ready_for_review,already_present_same_hash,Supports right-side equipment area
art20_cut_025,art20_dry_026,deploy_prep,deploy_equipment_slot,sources/draw/30_game_ready/item_equipment/item_equipment_flashlight.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/item_equipment/item_equipment_flashlight.png,339826ACF7CEB1736B2A3D4B172022B0CD1ACE084AC49FEAA2DF65D5793C4A35,339826ACF7CEB1736B2A3D4B172022B0CD1ACE084AC49FEAA2DF65D5793C4A35,transparent_bbox_preview,"11,10,70,66",D:\AGAME1\sources\art\ART-20\03_cut_output\deploy_prep\deploy_equipment_slot\deploy_equipment_slot_item_equipment_flashlight.png,sources/art/ART-20/03_cut_output/deploy_prep/deploy_equipment_slot/deploy_equipment_slot_item_equipment_flashlight.png,54F22EC3F62C8AA997EAF7FD7FC293FC31C72119D48CB253342DC979CD20FFB7,72,72,"11,10,70,66",no_for_icon_yes_for_slot,,"empty, filled, selected, locked, warning",ui.deploy.slot.equipment.selected,deploy.slot.equipment.selected,cut_ready_for_review,already_present_same_hash,Supports right-side equipment area
art20_cut_026,art20_dry_027,deploy_prep,deploy_equipment_slot,sources/draw/30_game_ready/item_equipment/item_equipment_goggles.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/item_equipment/item_equipment_goggles.png,24462587E2902253A8383BE61EDFA1EC3118A0FE4F1610840FD165309B80A335,24462587E2902253A8383BE61EDFA1EC3118A0FE4F1610840FD165309B80A335,transparent_bbox_preview,"13,11,83,59",D:\AGAME1\sources\art\ART-20\03_cut_output\deploy_prep\deploy_equipment_slot\deploy_equipment_slot_item_equipment_goggles.png,sources/art/ART-20/03_cut_output/deploy_prep/deploy_equipment_slot/deploy_equipment_slot_item_equipment_goggles.png,BFA0E7155CB95526F3BFC41E3CED30A35F442B26AA765770626848EE9B9BBEAC,72,72,"13,11,83,59",no_for_icon_yes_for_slot,,"empty, filled, selected, locked, warning",ui.deploy.slot.equipment.selected,deploy.slot.equipment.selected,cut_ready_for_review,already_present_same_hash,Supports right-side equipment area
art20_cut_027,art20_dry_028,deploy_prep,deploy_equipment_slot,sources/draw/30_game_ready/ui_deploy_icon/ui_icon_armor.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_icon/ui_icon_armor.png,29F71E2E65B31F0D3C1F0B6775482351C4837148E4D1773FAC4CB35127DC58F4,29F71E2E65B31F0D3C1F0B6775482351C4837148E4D1773FAC4CB35127DC58F4,transparent_bbox_preview,"5,0,55,54",D:\AGAME1\sources\art\ART-20\03_cut_output\deploy_prep\deploy_equipment_slot\deploy_equipment_slot_ui_icon_armor.png,sources/art/ART-20/03_cut_output/deploy_prep/deploy_equipment_slot/deploy_equipment_slot_ui_icon_armor.png,46AB54EE9D6EB956109F08922F4D49ACAEC4F47EF264EBD8C13E2BFDFF68B6C0,72,72,"5,0,55,54",no_for_icon_yes_for_slot,,"empty, filled, selected, locked, warning",ui.deploy.slot.equipment.selected,deploy.slot.equipment.selected,cut_ready_for_review,already_present_same_hash,Supports right-side equipment area
art20_cut_028,art20_dry_029,deploy_prep,deploy_equipment_slot,sources/draw/30_game_ready/ui_deploy_icon/ui_icon_backpack.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_icon/ui_icon_backpack.png,B247A2ABA7509D1797376B95136A2D7155D13CC8470EE7233ACF450EFA5A7413,B247A2ABA7509D1797376B95136A2D7155D13CC8470EE7233ACF450EFA5A7413,transparent_bbox_preview,"0,0,49,58",D:\AGAME1\sources\art\ART-20\03_cut_output\deploy_prep\deploy_equipment_slot\deploy_equipment_slot_ui_icon_backpack.png,sources/art/ART-20/03_cut_output/deploy_prep/deploy_equipment_slot/deploy_equipment_slot_ui_icon_backpack.png,3A8096B7239B7BA9E2470977603D66D850A08B3565DF463B5A492071A681DB60,72,72,"0,0,49,58",no_for_icon_yes_for_slot,,"empty, filled, selected, locked, warning",ui.deploy.slot.equipment.selected,deploy.slot.equipment.selected,cut_ready_for_review,already_present_same_hash,Supports right-side equipment area
art20_cut_029,art20_dry_030,deploy_prep,deploy_equipment_slot,sources/draw/30_game_ready/ui_deploy_icon/ui_icon_bandage.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_icon/ui_icon_bandage.png,8E5B26EB543E59A1B7D09BCDCC74803D1674BA4D3487C7FB10EE131FA5C18FE9,8E5B26EB543E59A1B7D09BCDCC74803D1674BA4D3487C7FB10EE131FA5C18FE9,transparent_bbox_preview,"0,1,45,54",D:\AGAME1\sources\art\ART-20\03_cut_output\deploy_prep\deploy_equipment_slot\deploy_equipment_slot_ui_icon_bandage.png,sources/art/ART-20/03_cut_output/deploy_prep/deploy_equipment_slot/deploy_equipment_slot_ui_icon_bandage.png,379A5FF323D78C2766993C24FC262BADCF10D008E4EB995821367BF7BE921D02,72,72,"0,1,45,54",no_for_icon_yes_for_slot,,"empty, filled, selected, locked, warning",ui.deploy.slot.equipment.selected,deploy.slot.equipment.selected,cut_ready_for_review,already_present_same_hash,Supports right-side equipment area
art20_cut_030,art20_dry_031,deploy_prep,deploy_equipment_slot,sources/draw/30_game_ready/ui_deploy_icon/ui_icon_compass.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_icon/ui_icon_compass.png,016D4065BFBE7CA6406816F6BBA786C31F9D8CC2EACDD637A5257B822582E285,016D4065BFBE7CA6406816F6BBA786C31F9D8CC2EACDD637A5257B822582E285,transparent_bbox_preview,"11,0,60,55",D:\AGAME1\sources\art\ART-20\03_cut_output\deploy_prep\deploy_equipment_slot\deploy_equipment_slot_ui_icon_compass.png,sources/art/ART-20/03_cut_output/deploy_prep/deploy_equipment_slot/deploy_equipment_slot_ui_icon_compass.png,9F2B1F9882C1D3E4C76DEAC5FBFF5A4158831DB6D6FCCF9F9AC1899FC31B700B,72,72,"11,0,60,55",no_for_icon_yes_for_slot,,"empty, filled, selected, locked, warning",ui.deploy.slot.equipment.selected,deploy.slot.equipment.selected,cut_ready_for_review,already_present_same_hash,Supports right-side equipment area
art20_cut_031,art20_dry_032,deploy_prep,deploy_right_summary_module,sources/draw/30_game_ready/ui_deploy_panel/ui_panel_deploy_summary_blank.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_panel/ui_panel_deploy_summary_blank.png,6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75,6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75,full_source_9slice_preview,"0,0,95,141",D:\AGAME1\sources\art\ART-20\03_cut_output\deploy_prep\deploy_right_summary_module\deploy_right_summary_module_ui_panel_deploy_summary_blank.png,sources/art/ART-20/03_cut_output/deploy_prep/deploy_right_summary_module/deploy_right_summary_module_ui_panel_deploy_summary_blank.png,6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75,95,141,"1,0,94,139",yes,manual_review_required,"normal, warning, ready",ui.longterm.archive.module.level.normal|ui.run_hud.status_card.pressure.normal|ui.shared.panel.summary_card.normal,longterm.archive.level.normal|run_hud.status_card.pressure.normal|shared.panel.summary_card.normal,cut_ready_for_review,already_present_same_hash,Use 3-4 short modules not long paragraphs
art20_cut_032,art20_dry_033,deploy_prep,deploy_start_and_secondary_actions,sources/draw/30_game_ready/ui_deploy_button/ui_button_confirm_deploy_large.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_button/ui_button_confirm_deploy_large.png,E245F3D25671EAB9C11A437933FB7C8A8D79F5F2129962273AEDBB6A3E2D7873,E245F3D25671EAB9C11A437933FB7C8A8D79F5F2129962273AEDBB6A3E2D7873,full_source_9slice_preview,"0,0,289,98",D:\AGAME1\sources\art\ART-20\03_cut_output\deploy_prep\deploy_start_and_secondary_actions\ui_shared_button_primary_gold_normal.png,sources/art/ART-20/03_cut_output/deploy_prep/deploy_start_and_secondary_actions/ui_shared_button_primary_gold_normal.png,E245F3D25671EAB9C11A437933FB7C8A8D79F5F2129962273AEDBB6A3E2D7873,289,98,"0,0,289,98",yes,manual_review_required,"normal, hover, disabled, warning",ui.shared.button.primary_gold.normal,shared.button.primary_gold.normal,cut_ready_for_review,already_present_same_hash,Continue and abandon sit above start button
art20_cut_033,art20_dry_035,long_term,longterm_collection_card,sources/draw/30_game_ready/ui_deploy_panel/ui_frame_highlight.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_panel/ui_frame_highlight.png,6A7B4D2BBC7A87236B11F52BEAA8568477428D86A288D987949EC11F1B5DD95D,6A7B4D2BBC7A87236B11F52BEAA8568477428D86A288D987949EC11F1B5DD95D,transparent_bbox_preview,"0,1,95,140",D:\AGAME1\sources\art\ART-20\03_cut_output\long_term\longterm_collection_card\longterm_collection_card_ui_frame_highlight.png,sources/art/ART-20/03_cut_output/long_term/longterm_collection_card/longterm_collection_card_ui_frame_highlight.png,6516D1B998D9F74874A605401C805E4EAF24F8149F61F6A369B6C360E6281FCF,144,144,"0,1,95,140",yes_for_card,,"normal, selected, locked, new, reward",ui.deploy.card.route.selected|ui.longterm.card.collection.locked|ui.shared.slot.frame.selected,deploy.route_card.selected|longterm.collection_card.locked|shared.slot.frame.selected,cut_ready_for_review,already_present_same_hash,Replace placeholder grid cells
art20_cut_034,art20_dry_036,long_term,longterm_collection_card,sources/draw/30_game_ready/ui_panel/ui_panel_terminal_main.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_panel/ui_panel_terminal_main.png,4BB57AC94C797BE82FD9B03B1EB708D87E3FE6CD014AF898A059486DCA6EACBC,4BB57AC94C797BE82FD9B03B1EB708D87E3FE6CD014AF898A059486DCA6EACBC,transparent_bbox_preview,"10,13,673,571",D:\AGAME1\sources\art\ART-20\03_cut_output\long_term\longterm_collection_card\longterm_collection_card_ui_panel_terminal_main.png,sources/art/ART-20/03_cut_output/long_term/longterm_collection_card/longterm_collection_card_ui_panel_terminal_main.png,5A76F645DF4DCD6242332FC77FAF072CA86BEE7FFF7D876983E578E09373E3F7,144,144,"10,13,673,571",yes_for_card,,"normal, selected, locked, new, reward",ui.longterm.card.collection.locked|ui.map_overlay.panel.expanded_map|ui.run_hud.left_rail.frame|ui.shared.panel.large_frame.normal,longterm.collection_card.locked|map_overlay.panel.expanded_map|run_hud.left_rail.frame|shared.panel.large_frame.normal,cut_ready_for_review,already_present_same_hash,Replace placeholder grid cells
art20_cut_035,art20_dry_037,long_term,longterm_right_archive_modules,sources/draw/30_game_ready/ui_deploy_panel/ui_panel_deploy_summary_blank.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_panel/ui_panel_deploy_summary_blank.png,6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75,6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75,full_source_9slice_preview,"0,0,95,141",D:\AGAME1\sources\art\ART-20\03_cut_output\long_term\longterm_right_archive_modules\longterm_right_archive_modules_ui_panel_deploy_summary_blank.png,sources/art/ART-20/03_cut_output/long_term/longterm_right_archive_modules/longterm_right_archive_modules_ui_panel_deploy_summary_blank.png,6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75,95,141,"1,0,94,139",yes,manual_review_required,"normal, warning, reward, locked",ui.longterm.archive.module.level.normal|ui.run_hud.status_card.pressure.normal|ui.shared.panel.summary_card.normal,longterm.archive.level.normal|run_hud.status_card.pressure.normal|shared.panel.summary_card.normal,cut_ready_for_review,already_present_same_hash,Level mainline tenure resources reward modules
art20_cut_036,art20_dry_038,long_term,longterm_right_archive_modules,sources/draw/30_game_ready/ui_summary_bar/ui_bar_blank_dark.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_summary_bar/ui_bar_blank_dark.png,DDE95EBD216C273230DE0E2776F445AE97D38B4C370FC2C4765AC24CFC468558,DDE95EBD216C273230DE0E2776F445AE97D38B4C370FC2C4765AC24CFC468558,full_source_9slice_preview,"0,0,418,71",D:\AGAME1\sources\art\ART-20\03_cut_output\long_term\longterm_right_archive_modules\longterm_right_archive_modules_ui_bar_blank_dark.png,sources/art/ART-20/03_cut_output/long_term/longterm_right_archive_modules/longterm_right_archive_modules_ui_bar_blank_dark.png,DDE95EBD216C273230DE0E2776F445AE97D38B4C370FC2C4765AC24CFC468558,418,71,"10,10,408,61",yes,manual_review_required,"normal, warning, reward, locked",ui.longterm.archive.module.level.normal|ui.run_hud.bottom_info.normal|ui.run_hud.left_rail.frame|ui.run_hud.tooltip.object_interaction,longterm.archive.level.normal|run_hud.bottom_info.normal|run_hud.left_rail.frame|run_hud.tooltip.object_interaction,cut_ready_for_review,already_present_same_hash,Level mainline tenure resources reward modules
art20_cut_037,art20_dry_039,long_term,longterm_top_switch_tabs,sources/draw/30_game_ready/ui_deploy_button/ui_button_nav_loadout.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_button/ui_button_nav_loadout.png,55B1B40BBC90B97A1C8FD6F0DAB23476EBCDB0E741748844A8D63F1670E0B74B,55B1B40BBC90B97A1C8FD6F0DAB23476EBCDB0E741748844A8D63F1670E0B74B,full_source_9slice_preview,"0,0,141,56",D:\AGAME1\sources\art\ART-20\03_cut_output\long_term\longterm_top_switch_tabs\ui_long_term_tab_primary_loadout.png,sources/art/ART-20/03_cut_output/long_term/longterm_top_switch_tabs/ui_long_term_tab_primary_loadout.png,55B1B40BBC90B97A1C8FD6F0DAB23476EBCDB0E741748844A8D63F1670E0B74B,141,56,"0,1,139,54",yes,manual_review_required,"normal, selected, disabled",ui.deploy.tab.loadout.normal|ui.shared.tab.primary.selected,deploy.tab.loadout.normal|shared.tab.primary.selected,cut_governance_review,already_present_same_hash,Top-left must include screen switching
art20_cut_038,art20_dry_040,long_term,longterm_top_switch_tabs,sources/draw/30_game_ready/ui_deploy_button/ui_button_nav_recovery.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_button/ui_button_nav_recovery.png,578B1A0498EB34C117F45D78DE7A47DBFA604D2705B953E46940F4317302F02A,578B1A0498EB34C117F45D78DE7A47DBFA604D2705B953E46940F4317302F02A,full_source_9slice_preview,"0,0,170,60",D:\AGAME1\sources\art\ART-20\03_cut_output\long_term\longterm_top_switch_tabs\ui_long_term_tab_primary_recovery.png,sources/art/ART-20/03_cut_output/long_term/longterm_top_switch_tabs/ui_long_term_tab_primary_recovery.png,578B1A0498EB34C117F45D78DE7A47DBFA604D2705B953E46940F4317302F02A,170,60,"0,0,168,59",yes,manual_review_required,"normal, selected, disabled",ui.deploy.tab.loadout.normal|ui.shared.tab.primary.selected,deploy.tab.loadout.normal|shared.tab.primary.selected,cut_governance_review,already_present_same_hash,Top-left must include screen switching
art20_cut_039,art20_dry_041,long_term,longterm_top_switch_tabs,sources/draw/30_game_ready/ui_deploy_button/ui_button_nav_requisition.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_button/ui_button_nav_requisition.png,7C55CD1AE2789842C4D079A7B618E84A165AD72267612A3B8642037B3C1A4C8B,7C55CD1AE2789842C4D079A7B618E84A165AD72267612A3B8642037B3C1A4C8B,full_source_9slice_preview,"0,0,148,56",D:\AGAME1\sources\art\ART-20\03_cut_output\long_term\longterm_top_switch_tabs\ui_long_term_tab_primary_requisition.png,sources/art/ART-20/03_cut_output/long_term/longterm_top_switch_tabs/ui_long_term_tab_primary_requisition.png,7C55CD1AE2789842C4D079A7B618E84A165AD72267612A3B8642037B3C1A4C8B,148,56,"0,2,146,55",yes,manual_review_required,"normal, selected, disabled",ui.deploy.tab.loadout.normal|ui.shared.tab.primary.selected,deploy.tab.loadout.normal|shared.tab.primary.selected,cut_governance_review,already_present_same_hash,Top-left must include screen switching
art20_cut_040,art20_dry_042,long_term,longterm_top_switch_tabs,sources/draw/30_game_ready/ui_deploy_button/ui_button_nav_talent_selected.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_button/ui_button_nav_talent_selected.png,E051CF0398847504F69B14E18C65430F81CD9FA50DF712352E85BA169D25BBA0,E051CF0398847504F69B14E18C65430F81CD9FA50DF712352E85BA169D25BBA0,full_source_9slice_preview,"0,0,228,61",D:\AGAME1\sources\art\ART-20\03_cut_output\long_term\longterm_top_switch_tabs\ui_long_term_tab_primary_selected.png,sources/art/ART-20/03_cut_output/long_term/longterm_top_switch_tabs/ui_long_term_tab_primary_selected.png,E051CF0398847504F69B14E18C65430F81CD9FA50DF712352E85BA169D25BBA0,228,61,"2,0,226,60",yes,manual_review_required,"normal, selected, disabled",ui.deploy.tab.loadout.normal|ui.shared.tab.primary.selected,deploy.tab.loadout.normal|shared.tab.primary.selected,cut_governance_review,already_present_same_hash,Top-left must include screen switching
art20_cut_041,art20_dry_043,long_term,longterm_top_switch_tabs,sources/draw/30_game_ready/ui_deploy_button/ui_button_nav_warehouse.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_button/ui_button_nav_warehouse.png,28EAA56504E1F7EA3136BE8AD7478357E03C4E6C28AEB27D67C011CCE416951E,28EAA56504E1F7EA3136BE8AD7478357E03C4E6C28AEB27D67C011CCE416951E,full_source_9slice_preview,"0,0,154,56",D:\AGAME1\sources\art\ART-20\03_cut_output\long_term\longterm_top_switch_tabs\ui_long_term_tab_primary_warehouse.png,sources/art/ART-20/03_cut_output/long_term/longterm_top_switch_tabs/ui_long_term_tab_primary_warehouse.png,28EAA56504E1F7EA3136BE8AD7478357E03C4E6C28AEB27D67C011CCE416951E,154,56,"0,2,149,55",yes,manual_review_required,"normal, selected, disabled",ui.deploy.tab.loadout.normal|ui.shared.tab.primary.selected,deploy.tab.loadout.normal|shared.tab.primary.selected,cut_governance_review,already_present_same_hash,Top-left must include screen switching
art20_cut_042,art20_dry_044,run_hud,run_left_info_rail_frame,sources/draw/30_game_ready/ui_panel/ui_panel_terminal_main.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_panel/ui_panel_terminal_main.png,4BB57AC94C797BE82FD9B03B1EB708D87E3FE6CD014AF898A059486DCA6EACBC,4BB57AC94C797BE82FD9B03B1EB708D87E3FE6CD014AF898A059486DCA6EACBC,full_source_9slice_preview,"0,0,685,583",D:\AGAME1\sources\art\ART-20\03_cut_output\run_hud\run_left_info_rail_frame\run_left_info_rail_frame_ui_panel_terminal_main.png,sources/art/ART-20/03_cut_output/run_hud/run_left_info_rail_frame/run_left_info_rail_frame_ui_panel_terminal_main.png,4BB57AC94C797BE82FD9B03B1EB708D87E3FE6CD014AF898A059486DCA6EACBC,685,583,"10,13,673,571",yes,manual_review_required,normal,ui.longterm.card.collection.locked|ui.map_overlay.panel.expanded_map|ui.run_hud.left_rail.frame|ui.shared.panel.large_frame.normal,longterm.collection_card.locked|map_overlay.panel.expanded_map|run_hud.left_rail.frame|shared.panel.large_frame.normal,cut_ready_for_review,already_present_same_hash,Left rail about 20-25 percent
art20_cut_043,art20_dry_045,run_hud,run_left_info_rail_frame,sources/draw/30_game_ready/ui_summary_bar/ui_bar_blank_dark.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_summary_bar/ui_bar_blank_dark.png,DDE95EBD216C273230DE0E2776F445AE97D38B4C370FC2C4765AC24CFC468558,DDE95EBD216C273230DE0E2776F445AE97D38B4C370FC2C4765AC24CFC468558,full_source_9slice_preview,"0,0,418,71",D:\AGAME1\sources\art\ART-20\03_cut_output\run_hud\run_left_info_rail_frame\run_left_info_rail_frame_ui_bar_blank_dark.png,sources/art/ART-20/03_cut_output/run_hud/run_left_info_rail_frame/run_left_info_rail_frame_ui_bar_blank_dark.png,DDE95EBD216C273230DE0E2776F445AE97D38B4C370FC2C4765AC24CFC468558,418,71,"10,10,408,61",yes,manual_review_required,normal,ui.longterm.archive.module.level.normal|ui.run_hud.bottom_info.normal|ui.run_hud.left_rail.frame|ui.run_hud.tooltip.object_interaction,longterm.archive.level.normal|run_hud.bottom_info.normal|run_hud.left_rail.frame|run_hud.tooltip.object_interaction,cut_ready_for_review,already_present_same_hash,Left rail about 20-25 percent
art20_cut_044,art20_dry_047,run_hud,run_top_right_status_card,sources/draw/30_game_ready/ui_deploy_panel/ui_panel_deploy_summary_blank.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_deploy_panel/ui_panel_deploy_summary_blank.png,6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75,6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75,full_source_9slice_preview,"0,0,95,141",D:\AGAME1\sources\art\ART-20\03_cut_output\run_hud\run_top_right_status_card\run_top_right_status_card_ui_panel_deploy_summary_blank.png,sources/art/ART-20/03_cut_output/run_hud/run_top_right_status_card/run_top_right_status_card_ui_panel_deploy_summary_blank.png,6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75,95,141,"1,0,94,139",yes,manual_review_required,"normal, warning, danger",ui.longterm.archive.module.level.normal|ui.run_hud.status_card.pressure.normal|ui.shared.panel.summary_card.normal,longterm.archive.level.normal|run_hud.status_card.pressure.normal|shared.panel.summary_card.normal,cut_ready_for_review,already_present_same_hash,Overlay only not right column
art20_cut_045,art20_dry_048,run_hud,run_bottom_info_bar,sources/draw/30_game_ready/ui_summary_bar/ui_bar_blank_dark.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_summary_bar/ui_bar_blank_dark.png,DDE95EBD216C273230DE0E2776F445AE97D38B4C370FC2C4765AC24CFC468558,DDE95EBD216C273230DE0E2776F445AE97D38B4C370FC2C4765AC24CFC468558,full_source_9slice_preview,"0,0,418,71",D:\AGAME1\sources\art\ART-20\03_cut_output\run_hud\run_bottom_info_bar\run_bottom_info_bar_ui_bar_blank_dark.png,sources/art/ART-20/03_cut_output/run_hud/run_bottom_info_bar/run_bottom_info_bar_ui_bar_blank_dark.png,DDE95EBD216C273230DE0E2776F445AE97D38B4C370FC2C4765AC24CFC468558,418,71,"10,10,408,61",yes,manual_review_required,"normal, warning, reward",ui.longterm.archive.module.level.normal|ui.run_hud.bottom_info.normal|ui.run_hud.left_rail.frame|ui.run_hud.tooltip.object_interaction,longterm.archive.level.normal|run_hud.bottom_info.normal|run_hud.left_rail.frame|run_hud.tooltip.object_interaction,cut_ready_for_review,already_present_same_hash,Does not overlap keybar
art20_cut_046,art20_dry_049,run_hud,run_bottom_key_bar_button,sources/draw/30_game_ready/ui_button_blank/ui_button_blank_dark.png,sources/art/ART-20/01_staging_from_draw/draw_30_game_ready/ui_button_blank/ui_button_blank_dark.png,99DCED078AC8D2DBE127689D8005715F2878185B14884355BCBC4F471FD06A1C,99DCED078AC8D2DBE127689D8005715F2878185B14884355BCBC4F471FD06A1C,transparent_bbox_preview,"10,11,311,156",D:\AGAME1\sources\art\ART-20\03_cut_output\run_hud\run_bottom_key_bar_button\run_bottom_key_bar_button_ui_button_blank_dark.png,sources/art/ART-20/03_cut_output/run_hud/run_bottom_key_bar_button/run_bottom_key_bar_button_ui_button_blank_dark.png,2FAA1604C8F583E61E69ADF61329B7EB9BD201B8E229362F3E48C1EEEB1E7799,32,32,"10,11,311,156",yes_for_button,,"normal, disabled, active",ui.main_menu.button.entry.primary.normal,main_menu.button.entry.primary.normal,cut_ready_for_review,already_present_same_hash,Fixed readable key buttons
